user_id,transaction_id,transaction_date,transaction_time,store,product_name,quantity,unit_price,total_price,total_amount,total_items
1,26,1403-01-20,19:30:37,Music Store,Music Store Product 33,3,19745.26,59235.78,231280.84,5
1,26,1403-01-20,19:30:37,Music Store,Music Store Product 43,1,64594.96,64594.96,231280.84,5
1,27,1403-01-22,00:29:48,Home Appliance Store,Home Appliance Store Product 29,1,18088053.68,18088053.68,18088053.68,1
1,28,1403-01-22,13:35:45,Sporting Goods Store,Sporting Goods Store Product 39,3,128712.51,386137.53,1889156.41,7
1,28,1403-01-22,13:35:45,Sporting Goods Store,Sporting Goods Store Product 83,2,156693.01,313386.02,1889156.41,7
1,28,1403-01-22,13:35:45,Sporting Goods Store,Sporting Goods Store Product 77,1,669719.15,669719.15,1889156.41,7
1,28,1403-01-22,13:35:45,Sporting Goods Store,Sporting Goods Store Product 75,1,519913.71,519913.71,1889156.41,7
1,29,1403-01-23,03:29:53,Florist Store,Florist Store Product 20,3,31843.51,95530.53,284426.52,6
1,29,1403-01-23,03:29:53,Florist Store,Florist Store Product 17,3,62965.33,188895.99,284426.52,6
1,30,1403-01-23,09:05:46,Supermarket,Supermarket Product 168,27,85618.77,2311706.79,2426387.34,29
1,30,1403-01-23,09:05:46,Supermarket,Supermarket Product 151,1,37364.86,37364.86,2426387.34,29
1,30,1403-01-23,09:05:46,Supermarket,Supermarket Product 85,1,77315.69,77315.69,2426387.34,29
1,31,1403-01-23,21:29:56,Pet Store,Pet Store Product 5,2,296781.43,593562.86,593562.86,2
1,32,1403-01-25,10:38:26,Chain Store,Chain Store Product 24,9,475202.46,4276822.14,4276822.14,9
1,33,1403-01-27,03:18:35,Hardware Store,Hardware Store Product 36,6,1847318.99,11083913.94,11083913.94,6
1,34,1403-01-27,11:58:30,Bookstore,Bookstore Product 45,2,177328.46,354656.92,354656.92,2
1,35,1403-01-27,16:16:00,Music Store,Music Store Product 36,4,69354.34,277417.36,277417.36,4
1,36,1403-01-27,17:19:46,Hardware Store,Hardware Store Product 70,1,1661298.34,1661298.34,3536501.59,4
1,36,1403-01-27,17:19:46,Hardware Store,Hardware Store Product 12,2,767031.92,1534063.84,3536501.59,4
1,36,1403-01-27,17:19:46,Hardware Store,Hardware Store Product 25,1,341139.41,341139.41,3536501.59,4
1,37,1403-01-27,18:33:33,Furniture Store,Furniture Store Product 53,2,2759528.64,5519057.28,5519057.28,2
1,38,1403-01-28,00:47:53,Electronics Store,Electronics Store Product 101,3,4810003.15,14430009.45,30472148.67,5
1,38,1403-01-28,00:47:53,Electronics Store,Electronics Store Product 63,1,7133772.69,7133772.69,30472148.67,5
1,38,1403-01-28,00:47:53,Electronics Store,Electronics Store Product 34,1,8908366.53,8908366.53,30472148.67,5
1,39,1403-01-28,11:34:15,Home Appliance Store,Home Appliance Store Product 73,2,8276235.22,16552470.44,16552470.44,2
1,40,1403-01-28,23:18:36,Supermarket,Supermarket Product 140,27,25491.76,688277.52,951291.89,31
1,40,1403-01-28,23:18:36,Supermarket,Supermarket Product 55,3,58178.98,174536.94,951291.89,31
1,40,1403-01-28,23:18:36,Supermarket,Supermarket Product 55,1,88477.43,88477.43,951291.89,31
1,41,1403-01-29,10:19:30,Florist Store,Florist Store Product 41,4,33583.31,134333.24,355887.38,7
1,41,1403-01-29,10:19:30,Florist Store,Florist Store Product 47,2,67778.46,135556.92,355887.38,7
1,41,1403-01-29,10:19:30,Florist Store,Florist Store Product 30,1,85997.22,85997.22,355887.38,7
1,42,1403-01-29,12:53:13,Bookstore,Bookstore Product 5,7,224822.07,1573754.49,1573754.49,7
1,43,1403-01-30,01:47:06,Furniture Store,Furniture Store Product 78,1,4075534.57,4075534.57,5620123.41,2
1,43,1403-01-30,01:47:06,Furniture Store,Furniture Store Product 33,1,1544588.84,1544588.84,5620123.41,2
1,44,1403-01-30,09:15:32,Furniture Store,Furniture Store Product 83,2,4825970.72,9651941.44,9651941.44,2
1,45,1403-01-31,01:03:52,Home Appliance Store,Home Appliance Store Product 56,1,11189093.06,11189093.06,11189093.06,1
1,46,1403-01-31,22:16:20,Home Appliance Store,Home Appliance Store Product 69,1,14914785.67,14914785.67,20630973.87,2
1,46,1403-01-31,22:16:20,Home Appliance Store,Home Appliance Store Product 47,1,5716188.2,5716188.2,20630973.87,2
1,47,1403-02-01,16:54:35,Jewelry Store,Jewelry Store Product 5,1,36796622.37,36796622.37,49945507.95,2
1,47,1403-02-01,16:54:35,Jewelry Store,Jewelry Store Product 27,1,13148885.58,13148885.58,49945507.95,2
1,48,1403-02-01,21:24:01,Florist Store,Florist Store Product 44,1,72954.21,72954.21,796825.62,12
1,48,1403-02-01,21:24:01,Florist Store,Florist Store Product 43,4,57664.24,230656.96,796825.62,12
1,48,1403-02-01,21:24:01,Florist Store,Florist Store Product 2,2,89247.71,178495.42,796825.62,12
1,48,1403-02-01,21:24:01,Florist Store,Florist Store Product 6,2,65146.43,130292.86,796825.62,12
1,48,1403-02-01,21:24:01,Florist Store,Florist Store Product 25,3,61475.39,184426.17,796825.62,12
1,49,1403-02-02,13:11:04,Toy Store,Toy Store Product 79,1,423076.21,423076.21,687899.05,3
1,49,1403-02-02,13:11:04,Toy Store,Toy Store Product 36,2,132411.42,264822.84,687899.05,3
1,50,1403-02-05,01:37:09,Chain Store,Chain Store Product 42,1,235829.27,235829.27,5331231.33,14
1,50,1403-02-05,01:37:09,Chain Store,Chain Store Product 137,11,393562.04,4329182.44,5331231.33,14
1,50,1403-02-05,01:37:09,Chain Store,Chain Store Product 4,2,383109.81,766219.62,5331231.33,14
1,51,1403-02-06,03:27:58,Furniture Store,Furniture Store Product 45,2,2970576.67,5941153.34,6897116.94,3
1,51,1403-02-06,03:27:58,Furniture Store,Furniture Store Product 8,1,955963.6,955963.6,6897116.94,3
1,52,1403-02-06,05:28:53,Chain Store,Chain Store Product 186,10,436759.26,4367592.6,5913596.25,15
1,52,1403-02-06,05:28:53,Chain Store,Chain Store Product 73,5,309200.73,1546003.65,5913596.25,15
1,53,1403-02-06,23:19:52,Bookstore,Bookstore Product 37,1,28598.43,28598.43,1205912.51,4
1,53,1403-02-06,23:19:52,Bookstore,Bookstore Product 62,2,406470.08,812940.16,1205912.51,4
1,53,1403-02-06,23:19:52,Bookstore,Bookstore Product 47,1,364373.92,364373.92,1205912.51,4
1,54,1403-02-07,11:32:23,Jewelry Store,Jewelry Store Product 43,1,43462249.92,43462249.92,43462249.92,1
1,55,1403-02-08,12:52:07,Florist Store,Florist Store Product 18,3,32816.81,98450.43,98450.43,3
1,56,1403-02-08,21:43:12,Jewelry Store,Jewelry Store Product 34,1,39678908.16,39678908.16,90569983.42,3
1,56,1403-02-08,21:43:12,Jewelry Store,Jewelry Store Product 39,1,31733192.83,31733192.83,90569983.42,3
1,56,1403-02-08,21:43:12,Jewelry Store,Jewelry Store Product 6,1,19157882.43,19157882.43,90569983.42,3
1,57,1403-02-09,10:57:58,Music Store,Music Store Product 60,1,112838.28,112838.28,112838.28,1
1,58,1403-02-09,17:31:17,Home Appliance Store,Home Appliance Store Product 31,1,10306960.8,10306960.8,10306960.8,1
1,59,1403-02-10,19:46:15,Bookstore,Bookstore Product 65,2,301223.87,602447.74,876449.89,3
1,59,1403-02-10,19:46:15,Bookstore,Bookstore Product 21,1,274002.15,274002.15,876449.89,3
1,60,1403-02-11,03:01:33,Cosmetics Store,Cosmetics Store Product 48,8,347294.63,2778357.04,2778357.04,8
1,61,1403-02-11,17:51:40,Pet Store,Pet Store Product 40,3,270877.58,812632.74,2090675.22,6
1,61,1403-02-11,17:51:40,Pet Store,Pet Store Product 3,2,401975.24,803950.48,2090675.22,6
1,61,1403-02-11,17:51:40,Pet Store,Pet Store Product 5,1,474092.0,474092.0,2090675.22,6
1,62,1403-02-11,20:48:13,Cosmetics Store,Cosmetics Store Product 23,2,64758.58,129517.16,1284186.38,5
1,62,1403-02-11,20:48:13,Cosmetics Store,Cosmetics Store Product 44,3,384889.74,1154669.22,1284186.38,5
1,63,1403-02-11,22:05:43,Pet Store,Pet Store Product 21,1,70759.24,70759.24,1169443.46,6
1,63,1403-02-11,22:05:43,Pet Store,Pet Store Product 36,1,381564.24,381564.24,1169443.46,6
1,63,1403-02-11,22:05:43,Pet Store,Pet Store Product 15,1,370911.82,370911.82,1169443.46,6
1,63,1403-02-11,22:05:43,Pet Store,Pet Store Product 22,3,115402.72,346208.16,1169443.46,6
1,64,1403-02-12,09:16:50,Sporting Goods Store,Sporting Goods Store Product 100,1,815762.8,815762.8,3262703.77,5
1,64,1403-02-12,09:16:50,Sporting Goods Store,Sporting Goods Store Product 100,2,758395.29,1516790.58,3262703.77,5
1,64,1403-02-12,09:16:50,Sporting Goods Store,Sporting Goods Store Product 106,1,374987.49,374987.49,3262703.77,5
1,64,1403-02-12,09:16:50,Sporting Goods Store,Sporting Goods Store Product 74,1,555162.9,555162.9,3262703.77,5
1,65,1403-02-12,20:36:54,Supermarket,Supermarket Product 133,5,18810.21,94051.05,376390.95,11
1,65,1403-02-12,20:36:54,Supermarket,Supermarket Product 55,2,27652.22,55304.44,376390.95,11
1,65,1403-02-12,20:36:54,Supermarket,Supermarket Product 62,2,55559.4,111118.8,376390.95,11
1,65,1403-02-12,20:36:54,Supermarket,Supermarket Product 38,1,39686.01,39686.01,376390.95,11
1,65,1403-02-12,20:36:54,Supermarket,Supermarket Product 54,1,76230.65,76230.65,376390.95,11
1,66,1403-02-13,15:29:44,Pet Store,Pet Store Product 20,3,430020.58,1290061.74,2155772.16,5
1,66,1403-02-13,15:29:44,Pet Store,Pet Store Product 7,2,432855.21,865710.42,2155772.16,5
1,67,1403-02-14,00:04:27,Furniture Store,Furniture Store Product 83,2,4223619.17,8447238.34,9378417.93,3
1,67,1403-02-14,00:04:27,Furniture Store,Furniture Store Product 78,1,931179.59,931179.59,9378417.93,3
1,68,1403-02-16,08:37:16,Toy Store,Toy Store Product 32,4,44088.0,176352.0,935810.35,9
1,68,1403-02-16,08:37:16,Toy Store,Toy Store Product 18,4,95899.81,383599.24,935810.35,9
1,68,1403-02-16,08:37:16,Toy Store,Toy Store Product 80,1,375859.11,375859.11,935810.35,9
1,69,1403-02-16,17:27:42,Pet Store,Pet Store Product 35,2,485921.73,971843.46,2385089.46,6
1,69,1403-02-16,17:27:42,Pet Store,Pet Store Product 16,1,363659.23,363659.23,2385089.46,6
1,69,1403-02-16,17:27:42,Pet Store,Pet Store Product 8,1,234843.23,234843.23,2385089.46,6
1,69,1403-02-16,17:27:42,Pet Store,Pet Store Product 5,2,407371.77,814743.54,2385089.46,6
1,70,1403-02-18,04:29:34,Cosmetics Store,Cosmetics Store Product 34,4,235759.64,943038.56,1434349.68,6
1,70,1403-02-18,04:29:34,Cosmetics Store,Cosmetics Store Product 65,1,174006.35,174006.35,1434349.68,6
1,70,1403-02-18,04:29:34,Cosmetics Store,Cosmetics Store Product 68,1,317304.77,317304.77,1434349.68,6
1,71,1403-02-18,12:33:13,Jewelry Store,Jewelry Store Product 40,3,24685468.86,74056406.58,74056406.58,3
1,72,1403-02-18,14:08:16,Florist Store,Florist Store Product 49,4,24251.3,97005.2,184451.38,7
1,72,1403-02-18,14:08:16,Florist Store,Florist Store Product 29,1,51347.68,51347.68,184451.38,7
1,72,1403-02-18,14:08:16,Florist Store,Florist Store Product 46,2,18049.25,36098.5,184451.38,7
1,73,1403-02-19,05:04:27,Hardware Store,Hardware Store Product 23,1,1526963.06,1526963.06,1526963.06,1
1,74,1403-02-20,12:55:54,Supermarket,Supermarket Product 137,20,70964.26,1419285.2,2524552.58,41
1,74,1403-02-20,12:55:54,Supermarket,Supermarket Product 2,5,69976.71,349883.55,2524552.58,41
1,74,1403-02-20,12:55:54,Supermarket,Supermarket Product 154,14,44279.65,619915.1,2524552.58,41
1,74,1403-02-20,12:55:54,Supermarket,Supermarket Product 117,1,66912.81,66912.81,2524552.58,41
1,74,1403-02-20,12:55:54,Supermarket,Supermarket Product 116,1,68555.92,68555.92,2524552.58,41
1,75,1403-02-20,22:49:34,Toy Store,Toy Store Product 84,9,171746.67,1545720.03,1671463.12,10
1,75,1403-02-20,22:49:34,Toy Store,Toy Store Product 56,1,125743.09,125743.09,1671463.12,10
1,76,1403-02-21,15:52:44,Sporting Goods Store,Sporting Goods Store Product 69,4,848707.09,3394828.36,3394828.36,4
1,77,1403-02-24,22:12:00,Bookstore,Bookstore Product 14,1,469373.59,469373.59,469373.59,1
1,78,1403-02-27,09:50:44,Sporting Goods Store,Sporting Goods Store Product 5,1,874612.18,874612.18,874612.18,1
1,79,1403-02-27,17:17:17,Music Store,Music Store Product 24,1,158334.74,158334.74,158334.74,1
1,80,1403-02-29,06:08:34,Cosmetics Store,Cosmetics Store Product 70,5,238760.6,1193803.0,1643474.35,8
1,80,1403-02-29,06:08:34,Cosmetics Store,Cosmetics Store Product 31,3,149890.45,449671.35,1643474.35,8
1,81,1403-02-30,03:19:02,Home Appliance Store,Home Appliance Store Product 35,1,7631527.35,7631527.35,16967021.4,2
1,81,1403-02-30,03:19:02,Home Appliance Store,Home Appliance Store Product 89,1,9335494.05,9335494.05,16967021.4,2
1,82,1403-02-31,03:16:32,Pet Store,Pet Store Product 7,2,154145.52,308291.04,1163273.45,6
1,82,1403-02-31,03:16:32,Pet Store,Pet Store Product 35,1,172109.86,172109.86,1163273.45,6
1,82,1403-02-31,03:16:32,Pet Store,Pet Store Product 40,2,306933.43,613866.86,1163273.45,6
1,82,1403-02-31,03:16:32,Pet Store,Pet Store Product 9,1,69005.69,69005.69,1163273.45,6
1,83,1403-02-31,07:11:27,Chain Store,Chain Store Product 191,8,460393.79,3683150.32,4362938.5,10
1,83,1403-02-31,07:11:27,Chain Store,Chain Store Product 113,1,185806.09,185806.09,4362938.5,10
1,83,1403-02-31,07:11:27,Chain Store,Chain Store Product 88,1,493982.09,493982.09,4362938.5,10
1,84,1403-02-31,08:44:01,Supermarket,Supermarket Product 113,10,31905.8,319058.0,319058.0,10
1,85,1403-02-31,15:44:59,Hardware Store,Hardware Store Product 38,5,1295348.62,6476743.1,7077324.12,6
1,85,1403-02-31,15:44:59,Hardware Store,Hardware Store Product 44,1,600581.02,600581.02,7077324.12,6
1,86,1403-03-01,05:44:38,Cosmetics Store,Cosmetics Store Product 27,6,93710.39,562262.34,2541521.1,10
1,86,1403-03-01,05:44:38,Cosmetics Store,Cosmetics Store Product 64,4,494814.69,1979258.76,2541521.1,10
1,87,1403-03-01,08:07:13,Toy Store,Toy Store Product 35,2,319680.24,639360.48,2501336.19,8
1,87,1403-03-01,08:07:13,Toy Store,Toy Store Product 79,3,219811.92,659435.76,2501336.19,8
1,87,1403-03-01,08:07:13,Toy Store,Toy Store Product 44,3,400846.65,1202539.95,2501336.19,8
1,88,1403-03-01,08:22:21,Florist Store,Florist Store Product 47,7,78423.21,548962.47,595528.7,9
1,88,1403-03-01,08:22:21,Florist Store,Florist Store Product 39,1,26723.9,26723.9,595528.7,9
1,88,1403-03-01,08:22:21,Florist Store,Florist Store Product 16,1,19842.33,19842.33,595528.7,9
1,89,1403-03-02,07:11:48,Chain Store,Chain Store Product 48,11,20318.53,223503.83,691810.38,17
1,89,1403-03-02,07:11:48,Chain Store,Chain Store Product 168,3,44385.53,133156.59,691810.38,17
1,89,1403-03-02,07:11:48,Chain Store,Chain Store Product 162,2,82597.81,165195.62,691810.38,17
1,89,1403-03-02,07:11:48,Chain Store,Chain Store Product 171,1,169954.34,169954.34,691810.38,17
1,90,1403-03-02,10:16:17,Sporting Goods Store,Sporting Goods Store Product 15,5,203547.19,1017735.95,2500178.96,8
1,90,1403-03-02,10:16:17,Sporting Goods Store,Sporting Goods Store Product 78,1,956757.48,956757.48,2500178.96,8
1,90,1403-03-02,10:16:17,Sporting Goods Store,Sporting Goods Store Product 102,1,96437.31,96437.31,2500178.96,8
1,90,1403-03-02,10:16:17,Sporting Goods Store,Sporting Goods Store Product 87,1,429248.22,429248.22,2500178.96,8
1,91,1403-03-03,00:26:09,Bookstore,Bookstore Product 77,1,70740.69,70740.69,318316.98,2
1,91,1403-03-03,00:26:09,Bookstore,Bookstore Product 42,1,247576.29,247576.29,318316.98,2
1,92,1403-03-04,19:46:52,Electronics Store,Electronics Store Product 38,5,3498574.84,17492874.2,17492874.2,5
1,93,1403-03-05,02:50:43,Hardware Store,Hardware Store Product 2,4,635050.28,2540201.12,3100213.14,5
1,93,1403-03-05,02:50:43,Hardware Store,Hardware Store Product 42,1,560012.02,560012.02,3100213.14,5
1,94,1403-03-06,16:56:55,Chain Store,Chain Store Product 154,3,194071.6,582214.8,1317584.58,6
1,94,1403-03-06,16:56:55,Chain Store,Chain Store Product 49,3,245123.26,735369.78,1317584.58,6
1,95,1403-03-07,06:12:45,Music Store,Music Store Product 38,5,66002.17,330010.85,330010.85,5
1,96,1403-03-07,15:11:51,Sporting Goods Store,Sporting Goods Store Product 91,1,389336.84,389336.84,389336.84,1
1,97,1403-03-08,11:54:54,Sporting Goods Store,Sporting Goods Store Product 76,2,682094.57,1364189.14,1967929.91,4
1,97,1403-03-08,11:54:54,Sporting Goods Store,Sporting Goods Store Product 76,1,251994.98,251994.98,1967929.91,4
1,97,1403-03-08,11:54:54,Sporting Goods Store,Sporting Goods Store Product 44,1,351745.79,351745.79,1967929.91,4
1,98,1403-03-10,06:39:08,Florist Store,Florist Store Product 14,1,20049.43,20049.43,773462.13,13
1,98,1403-03-10,06:39:08,Florist Store,Florist Store Product 43,11,61852.91,680382.01,773462.13,13
1,98,1403-03-10,06:39:08,Florist Store,Florist Store Product 28,1,73030.69,73030.69,773462.13,13
1,99,1403-03-12,03:53:42,Hardware Store,Hardware Store Product 44,4,382455.28,1529821.12,1529821.12,4
1,100,1403-03-12,17:06:49,Music Store,Music Store Product 48,1,56434.61,56434.61,56434.61,1
1,101,1403-03-13,05:28:24,Electronics Store,Electronics Store Product 74,1,7247094.81,7247094.81,13671977.85,2
1,101,1403-03-13,05:28:24,Electronics Store,Electronics Store Product 47,1,6424883.04,6424883.04,13671977.85,2
1,102,1403-03-13,16:01:59,Bookstore,Bookstore Product 31,1,254601.5,254601.5,254601.5,1
1,103,1403-03-14,14:01:36,Home Appliance Store,Home Appliance Store Product 50,1,11923898.48,11923898.48,11923898.48,1
1,104,1403-03-14,22:12:56,Sporting Goods Store,Sporting Goods Store Product 33,3,140924.45,422773.35,1306577.64,4
1,104,1403-03-14,22:12:56,Sporting Goods Store,Sporting Goods Store Product 5,1,883804.29,883804.29,1306577.64,4
1,105,1403-03-15,18:34:19,Jewelry Store,Jewelry Store Product 32,3,30082545.02,90247635.06,90247635.06,3
1,106,1403-03-16,12:03:49,Toy Store,Toy Store Product 76,1,237930.65,237930.65,851888.79,3
1,106,1403-03-16,12:03:49,Toy Store,Toy Store Product 30,2,306979.07,613958.14,851888.79,3
1,107,1403-03-16,18:20:08,Furniture Store,Furniture Store Product 57,1,2175752.34,2175752.34,2175752.34,1
1,108,1403-03-16,20:10:38,Supermarket,Supermarket Product 55,33,74241.74,2449977.42,3204152.6,44
1,108,1403-03-16,20:10:38,Supermarket,Supermarket Product 72,3,82538.3,247614.9,3204152.6,44
1,108,1403-03-16,20:10:38,Supermarket,Supermarket Product 108,4,81587.51,326350.04,3204152.6,44
1,108,1403-03-16,20:10:38,Supermarket,Supermarket Product 90,2,73135.7,146271.4,3204152.6,44
1,108,1403-03-16,20:10:38,Supermarket,Supermarket Product 5,2,16969.42,33938.84,3204152.6,44
1,109,1403-03-17,10:37:39,Electronics Store,Electronics Store Product 105,1,6052670.54,6052670.54,32424237.83,4
1,109,1403-03-17,10:37:39,Electronics Store,Electronics Store Product 33,3,8790522.43,26371567.29,32424237.83,4
1,110,1403-03-20,07:03:46,Hardware Store,Hardware Store Product 12,4,587080.62,2348322.48,3798094.54,5
1,110,1403-03-20,07:03:46,Hardware Store,Hardware Store Product 21,1,1449772.06,1449772.06,3798094.54,5
1,111,1403-03-20,08:04:47,Chain Store,Chain Store Product 182,18,483675.51,8706159.18,8706159.18,18
1,112,1403-03-20,08:20:35,Furniture Store,Furniture Store Product 38,1,2611465.26,2611465.26,2611465.26,1
1,113,1403-03-20,20:37:47,Jewelry Store,Jewelry Store Product 31,2,33773792.2,67547584.4,67547584.4,2
1,114,1403-03-20,22:16:04,Cosmetics Store,Cosmetics Store Product 56,2,232268.07,464536.14,1136019.39,5
1,114,1403-03-20,22:16:04,Cosmetics Store,Cosmetics Store Product 13,3,223827.75,671483.25,1136019.39,5
1,115,1403-03-21,07:09:59,Furniture Store,Furniture Store Product 98,1,4823115.88,4823115.88,9720728.81,2
1,115,1403-03-21,07:09:59,Furniture Store,Furniture Store Product 95,1,4897612.93,4897612.93,9720728.81,2
1,116,1403-03-22,17:59:19,Florist Store,Florist Store Product 20,3,9490.89,28472.67,119257.32,4
1,116,1403-03-22,17:59:19,Florist Store,Florist Store Product 20,1,90784.65,90784.65,119257.32,4
1,117,1403-03-23,14:38:35,Electronics Store,Electronics Store Product 25,1,2493027.99,2493027.99,6993898.07,2
1,117,1403-03-23,14:38:35,Electronics Store,Electronics Store Product 32,1,4500870.08,4500870.08,6993898.07,2
1,118,1403-03-23,19:37:48,Electronics Store,Electronics Store Product 105,1,7742303.11,7742303.11,11638491.36,2
1,118,1403-03-23,19:37:48,Electronics Store,Electronics Store Product 6,1,3896188.25,3896188.25,11638491.36,2
1,119,1403-03-24,03:37:57,Chain Store,Chain Store Product 148,12,296117.79,3553413.48,3803449.91,13
1,119,1403-03-24,03:37:57,Chain Store,Chain Store Product 163,1,250036.43,250036.43,3803449.91,13
1,120,1403-03-24,04:18:31,Chain Store,Chain Store Product 3,9,59336.63,534029.67,3570995.6,17
1,120,1403-03-24,04:18:31,Chain Store,Chain Store Product 10,2,202444.21,404888.42,3570995.6,17
